t,phase,profLeft,profRight,trimLeft,trimRight,cmdLeft,cmdRight,velLeft,velRight,x,y,heading
0.054,accel,3.3135,3.3135,0,0,3.3135,3.3135,0,0,0,0,0
0.055,accel,3.3135,3.3135,0,0,3.3135,3.3135,0,0,0,0,0
0.056,accel,3.3135,3.3135,0,0,3.3135,3.3135,0,0,0,0,0
0.057,accel,3.3135,3.3135,0,0,3.3135,3.3135,0,0,0,0,0
0.058,accel,3.3135,3.3135,0,0,3.3135,3.3135,0,0,0,0,0
0.059,accel,3.3135,3.3135,0,0,3.3135,3.3135,0,0,0,0,0
0.06,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.061,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.062,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.063,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.064,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.065,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.066,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.067,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.068,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.069,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.07,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.071,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.072,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.073,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.074,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.075,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.076,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.077,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.078,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.079,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.08,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.081,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.082,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.083,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.084,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.085,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.086,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.087,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.088,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.089,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.09,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.091,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.092,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.093,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.094,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.095,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.096,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.097,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.098,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.099,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.1,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.101,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.102,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.103,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.104,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.105,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.106,accel,9.9405,9.9405,0,0,9.9405,9.9405,0,0,0,0,0
0.107,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.108,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.109,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.11,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.111,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.112,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.113,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.114,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.115,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.116,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.117,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.118,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.119,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.12,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.121,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.122,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.123,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.124,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.125,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.126,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.127,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.128,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.129,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.13,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.131,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.132,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.133,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.134,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.135,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.136,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.137,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.138,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.139,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.14,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.141,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.142,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.143,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.144,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.145,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.146,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.147,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.148,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.149,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.15,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.151,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.152,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.153,accel,19.881,19.881,0,0,19.881,19.881,0,0,0,0,0
0.154,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.155,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.156,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.157,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.158,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.159,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.16,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.161,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.162,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.163,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.164,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.165,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.166,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.167,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.168,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.169,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.17,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.171,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.172,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.173,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.174,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.175,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.176,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.177,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.178,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.179,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.18,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.181,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.182,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.183,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.184,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.185,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.186,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.187,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.188,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.189,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.19,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.191,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.192,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.193,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.194,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.195,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.196,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.197,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.198,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.199,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.2,accel,33.135,33.135,0,0,33.135,33.135,0,0,0,0,0
0.201,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.202,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.203,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.204,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.205,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.206,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.207,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.208,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.209,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.21,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.211,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.212,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.213,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.214,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.215,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.216,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.217,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.218,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.219,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.22,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.221,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.222,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.223,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.224,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.225,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.226,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.227,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.228,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.229,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.23,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.231,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.232,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.233,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.234,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.235,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.236,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.237,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.238,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.239,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.24,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.241,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.242,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.243,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.244,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.245,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.246,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.247,accel,47.235,47.235,0,0,47.235,47.235,0,0,0,0,0
0.248,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.249,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.25,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.251,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.252,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.253,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.254,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.255,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.256,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.257,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.258,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.259,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.26,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.261,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.262,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.263,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.264,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.265,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.266,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.267,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.268,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.269,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.27,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.271,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.272,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.273,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.274,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.275,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.276,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.277,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.278,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.279,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.28,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.281,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.282,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.283,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.284,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.285,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.286,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.287,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.288,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.289,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.29,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.291,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.292,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.293,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.294,accel,61.335,61.335,0,0,61.335,61.335,0,0,0,0,0
0.295,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.296,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.297,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.298,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.299,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.3,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.301,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.302,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.303,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.304,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.305,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.306,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.307,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.308,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.309,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.31,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.311,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.312,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.313,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.314,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.315,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.316,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.317,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.318,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.319,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.32,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.321,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.322,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.323,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.324,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.325,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.326,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.327,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.328,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.329,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.33,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.331,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.332,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.333,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.334,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.335,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.336,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.337,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.338,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.339,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.34,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.341,accel,75.435,75.435,0,0,75.435,75.435,0,0,0,0,0
0.342,accel,89.535,89.535,0,0,89.535,89.535,0,0,0,0,0
0.343,accel,89.535,89.535,0,0,89.535,89.535,0.38928,0,0.00019464,-2.9598e-10,-3.0413e-06
0.344,accel,89.535,89.535,0,0,89.535,89.535,0.77687,0,0.00058308,-2.6561e-09,-9.1106e-06
0.345,accel,89.535,89.535,0,0,89.535,89.535,1.1628,0,0.0011645,-1.0594e-08,-1.8195e-05
0.346,accel,89.535,89.535,0,0,89.535,89.535,1.547,0,0.001938,-2.9342e-08,-3.0281e-05
0.347,accel,89.535,89.535,0,0,89.535,89.535,1.9296,0.38928,0.0030974,-7.1426e-08,-4.2314e-05
0.348,accel,89.535,89.535,0,0,89.535,89.535,2.3105,0.77687,0.0046411,-1.4599e-07,-5.4295e-05
0.349,accel,89.535,89.535,0,0,89.535,89.535,2.6897,1.1628,0.0065673,-2.6207e-07,-6.6224e-05
0.35,accel,89.535,89.535,0,0,89.535,89.535,3.0673,1.547,0.0088744,-4.2856e-07,-7.8101e-05
0.351,accel,89.535,89.535,0,0,89.535,89.535,3.4432,1.9296,0.011561,-6.5425e-07,-8.9927e-05
0.352,accel,89.535,89.535,0,0,89.535,89.535,3.8175,2.3105,0.014625,-9.4783e-07,-0.0001017
0.353,accel,89.535,89.535,0,0,89.535,89.535,4.1902,2.6897,0.018065,-1.3178e-06,-0.00011342
0.354,accel,89.535,89.535,0,0,89.535,89.535,4.5613,3.0673,0.021879,-1.7727e-06,-0.0001251
0.355,accel,89.535,89.535,0,0,89.535,89.535,4.9307,3.4432,0.026066,-2.3208e-06,-0.00013672
0.356,accel,89.535,89.535,0,0,89.535,89.535,5.2986,3.8175,0.030624,-2.9704e-06,-0.00014829
0.357,accel,89.535,89.535,0,0,89.535,89.535,5.6648,4.1902,0.035552,-3.7294e-06,-0.00015981
